STNAME,CTYNAME,Majority_White,Percent_White
Georgia,Walton County,True,0.80724800472953
Georgia,Ware County,True,0.6746042824041764
Georgia,Warren County,False,0.3804230907135174
Georgia,Washington County,False,0.45643948464964795
Georgia,Wayne County,True,0.7629434086784359
Georgia,Webster County,True,0.5581811672037236
Georgia,Wheeler County,True,0.6111815415821501
Georgia,White County,True,0.9546741181593845
Georgia,Whitfield County,True,0.9138730057372846
Georgia,Wilcox County,True,0.6265990295544773
Georgia,Wilkes County,True,0.5537911869789599
Georgia,Wilkinson County,True,0.5938185235459956
Georgia,Worth County,True,0.6870889103537096
Hawaii,Hawaii County,False,0.3419665840341242
Hawaii,Honolulu County,False,0.22449127996296495
Hawaii,Kalawao County,False,0.2777777777777778
Hawaii,Kauai County,False,0.3334307507963878
Hawaii,Maui County,False,0.3590876341435668
Idaho,Ada County,True,0.9250943013389201
Idaho,Adams County,True,0.9670498084291188
Idaho,Bannock County,True,0.9197971360381861
Idaho,Bear Lake County,True,0.9773150499407482
Idaho,Benewah County,True,0.8664034221783481
Idaho,Bingham County,True,0.897743765668294
Idaho,Blaine County,True,0.9587155963302753
Idaho,Boise County,True,0.9587417702999268
Idaho,Bonner County,True,0.9619033501334124
Idaho,Bonneville County,True,0.9526451951557872
Idaho,Boundary County,True,0.9477239082161362
Idaho,Butte County,True,0.9660583941605839
Idaho,Camas County,True,0.9507892293407614
Idaho,Canyon County,True,0.9398776613302525
Idaho,Caribou County,True,0.9721526447620451
Idaho,Cassia County,True,0.9570304099101037
Idaho,Clark County,True,0.9378596087456847
Idaho,Clearwater County,True,0.9474970896391153
Idaho,Custer County,True,0.9743708150542599
Idaho,Elmore County,True,0.8902490180376006
Idaho,Franklin County,True,0.9745033630533396
Idaho,Fremont County,True,0.965887165238867
Idaho,Gem County,True,0.958375817189468
Idaho,Gooding County,True,0.9519979072657119
Idaho,Idaho County,True,0.9447510424331617
Idaho,Jefferson County,True,0.9630115424973767
Idaho,Jerome County,True,0.9516422952131206
Idaho,Kootenai County,True,0.9503852989315594
Idaho,Latah County,True,0.9374083385711293
Idaho,Lemhi County,True,0.9622325341582882
Idaho,Lewis County,True,0.9110311133967601
Idaho,Lincoln County,True,0.9603941633503885
Idaho,Madison County,True,0.9588850918410935
Idaho,Minidoka County,True,0.9486949144083445
Idaho,Nez Perce County,True,0.9053654094255141
Idaho,Oneida County,True,0.9781731909845789
Idaho,Owyhee County,True,0.9184369263047469
Idaho,Payette County,True,0.9464640664340298
Idaho,Power County,True,0.936101825662124
Idaho,Shoshone County,True,0.9552039048968667
Idaho,Teton County,True,0.974233983286908
Idaho,Twin Falls County,True,0.9503657993511038
Idaho,Valley County,True,0.9684651650078575
Idaho,Washington County,True,0.9518764234082583
Illinois,Adams County,True,0.9381222375998929
Illinois,Alexander County,True,0.6103510583376355
Illinois,Bond County,True,0.9120380866016776
Illinois,Boone County,True,0.932350760103819
Illinois,Brown County,True,0.7885449811975701
Illinois,Bureau County,True,0.9693499985432509
Illinois,Calhoun County,True,0.9894295971280415
Illinois,Carroll County,True,0.9708880154553328
Illinois,Cass County,True,0.9423451791872844
Illinois,Champaign County,True,0.7479240048013538
Illinois,Christian County,True,0.967232519198568
Illinois,Clark County,True,0.9819236226787588
Illinois,Clay County,True,0.9784977480749674
Illinois,Clinton County,True,0.9431701741940569
Illinois,Coles County,True,0.933109682229056
Illinois,Cook County,True,0.6586491711223353
Illinois,Crawford County,True,0.9339285714285714
Illinois,Cumberland County,True,0.9832239241429613
Illinois,DeKalb County,True,0.8833377903422983
Illinois,De Witt County,True,0.9750517220396738
Illinois,Douglas County,True,0.9778874729260062
Illinois,DuPage County,True,0.8201763602291843
Illinois,Edgar County,True,0.9834533560551921
Illinois,Edwards County,True,0.9818970676241772
Illinois,Effingham County,True,0.9824178383256194
Illinois,Fayette County,True,0.9397656037067321
Illinois,Ford County,True,0.9756567675613935
Illinois,Franklin County,True,0.9766285177760297
Illinois,Fulton County,True,0.9440942948350659
Illinois,Gallatin County,True,0.9777163904235727
Illinois,Greene County,True,0.9802592810842663
Illinois,Grundy County,True,0.9630874485392097
Illinois,Hamilton County,True,0.9805256869772999
Illinois,Hancock County,True,0.982213752580594
Illinois,Hardin County,True,0.972757162987318
